                nm	               Cts	
      598.91601563	    42249.60937500	
      598.94403076	    42380.16015625	
      598.97198486	    42377.38281250	
      599.00000000	    42315.22265625	
      599.02801514	    42224.83984375	
      599.05603027	    42149.14062500	
      599.08398438	    42154.96093750	
      599.11199951	    42146.60937500	
      599.14001465	    42143.39843750	
      599.16802979	    42182.74218750	
      599.19598389	    42172.27343750	
      599.22399902	    42152.78906250	
      599.25201416	    42144.43359375	
      599.28002930	    42169.17968750	
      599.30798340	    42412.89843750	
      599.33599854	    42349.08203125	
      599.36401367	    42308.80859375	
      599.39202881	    42194.44921875	
      599.41998291	    42181.06640625	
      599.44799805	    42148.12109375	
      599.47601318	    42081.50781250	
      599.50402832	    42118.31640625	
      599.53198242	    42241.65625000	
      599.55999756	    42294.94921875	
      599.58801270	    42264.53515625	
      599.61602783	    42216.82812500	
      599.64398193	    42240.76171875	
      599.67199707	    42359.26953125	
      599.70001221	    42359.37109375	
      599.72802734	    42239.26953125	
      599.75598145	    42226.57812500	
      599.78399658	    42204.54296875	
      599.81201172	    42108.89453125	
      599.84002686	    42099.55078125	
      599.86798096	    42144.80078125	
      599.89599609	    42194.64453125	
      599.92401123	    42135.94531250	
      599.95202637	    42108.33984375	
      599.97998047	    42189.29296875	
